EmployeeID,Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
1495,51,No,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,2,Divorced,3631,No,2,3,2,0
1496,49,No,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,2,Single,9593,No,16,2,11,1
1497,38,No,Travel_Rarely,Research & Development,Marketing,Female,Healthcare Representative,2,Single,7724,Yes,2,1,2,2
1498,54,No,Travel_Frequently,Research & Development,Other,Male,Research Scientist,3,Divorced,4941,Yes,2,2,1,0
1499,48,No,Travel_Frequently,Sales,Medical,Male,Sales Representative,1,Single,3739,No,29,1,8,7
1500,37,No,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,2,Single,4729,Yes,12,1,8,1
1501,40,No,Travel_Rarely,Sales,Other,Female,Sales Representative,2,Single,2960,No,3,2,1,0
1502,45,No,Travel_Frequently,Sales,Human Resources,Male,Sales Representative,4,Single,3898,No,25,2,13,6
1503,29,No,Travel_Rarely,Research & Development,Human Resources,Female,Healthcare Representative,3,Divorced,9286,Yes,5,4,2,0
1504,19,No,Travel_Rarely,Research & Development,Human Resources,Female,Manufacturing Director,4,Single,6580,No,0,3,0,0
1505,21,No,Travel_Rarely,Research & Development,Marketing,Female,Research Scientist,2,Divorced,6071,No,2,1,2,2
1506,53,No,Travel_Rarely,Sales,Other,Female,Sales Executive,1,Single,7429,No,8,3,1,1
1507,26,No,Travel_Rarely,Sales,Human Resources,Male,Manager,2,Divorced,19576,Yes,5,3,5,0
1508,34,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,4,Single,19982,No,1,4,1,0
1509,23,No,Travel_Rarely,Research & Development,Human Resources,Female,Healthcare Representative,4,Divorced,8702,No,4,4,4,1
1510,28,No,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,2,Divorced,5517,No,7,4,3,1
1511,57,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,3,Single,4661,No,19,3,0,0
1512,45,Yes,Travel_Rarely,Sales,Life Sciences,Female,Manager,1,Married,15917,No,0,3,0,0
1513,47,No,Travel_Rarely,Research & Development,Medical,Female,Research Director,4,Single,23186,No,23,4,9,1
1514,58,No,Travel_Frequently,Research & Development,Human Resources,Male,Manager,3,Divorced,18502,No,5,1,1,1
1515,38,No,Travel_Rarely,Research & Development,Other,Male,Manager,1,Single,15778,No,8,2,0,0
1516,30,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,1,Single,18884,No,11,3,1,0
1517,45,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,3,Married,2821,No,0,2,0,0
1518,22,No,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,4,Single,3911,No,3,3,2,0
1519,56,No,Travel_Rarely,Sales,Technical Degree,Male,Manager,4,Single,21758,Yes,2,1,2,1
1520,25,No,Non-Travel,Sales,Medical,Male,Manager,2,Divorced,17605,No,2,2,2,2
1521,21,No,Non-Travel,Human Resources,Human Resources,Female,Manager,4,Married,16361,No,0,3,0,0
1522,56,No,Non-Travel,Research & Development,Marketing,Female,Laboratory Technician,1,Single,3434,Yes,18,2,1,0
1523,40,No,Travel_Rarely,Research & Development,Marketing,Male,Manufacturing Director,2,Divorced,9318,No,10,4,10,2
1524,57,No,Travel_Rarely,Sales,Human Resources,Male,Sales Executive,4,Divorced,7822,No,6,1,6,2
1525,47,No,Travel_Rarely,Sales,Medical,Female,Manager,1,Single,20973,No,11,1,2,2
1526,36,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,2,Married,9190,No,11,2,7,0
1527,57,No,Travel_Rarely,Research & Development,Human Resources,Male,Manager,4,Single,17599,No,2,2,1,1
1528,23,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manager,1,Married,20620,No,1,3,1,1
1529,22,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,4,Single,18264,Yes,3,3,2,2
1530,53,No,Non-Travel,Sales,Medical,Male,Sales Representative,2,Single,2284,No,5,4,0,0
1531,59,Yes,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,3,Single,4206,No,9,2,0,0
1532,34,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,1,Divorced,22885,No,15,1,8,1
1533,22,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,1,Divorced,7679,Yes,3,3,3,0
1534,57,No,Travel_Rarely,Research & Development,Human Resources,Male,Laboratory Technician,1,Married,3806,No,15,3,5,1
1535,31,No,Travel_Frequently,Research & Development,Technical Degree,Female,Research Director,2,Single,16920,No,1,3,0,0
1536,22,No,Travel_Rarely,Sales,Other,Female,Sales Executive,2,Married,7252,No,1,2,1,1
1537,52,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,4,Single,6091,No,8,3,6,0
1538,49,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,3,Single,23009,No,11,4,11,1
1539,59,No,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,3,Married,4735,No,2,4,1,1
1540,20,Yes,Travel_Rarely,Sales,Medical,Male,Sales Representative,1,Married,2784,No,1,2,0,0
1541,54,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,2,Single,7114,Yes,2,4,1,0
1542,42,Yes,Travel_Frequently,Sales,Medical,Male,Sales Executive,1,Single,9374,No,16,1,6,5
1543,42,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,3,Single,22281,No,3,2,3,2
1544,50,No,Travel_Rarely,Research & Development,Medical,Female,Research Director,3,Divorced,17315,Yes,2,4,0,0
1545,49,No,Travel_Rarely,Research & Development,Medical,Female,Manager,1,Single,19418,No,12,2,4,0
1546,46,No,Travel_Rarely,Research & Development,Marketing,Male,Manufacturing Director,1,Divorced,8413,No,21,3,5,5
1547,58,No,Travel_Rarely,Sales,Marketing,Male,Manager,1,Married,18599,No,4,2,3,1
1548,51,No,Non-Travel,Research & Development,Human Resources,Female,Manufacturing Director,1,Married,10372,Yes,7,2,6,3
1549,36,No,Travel_Rarely,Sales,Marketing,Female,Manager,3,Married,21150,No,2,1,2,0
1550,49,No,Travel_Rarely,Human Resources,Other,Female,Human Resources,2,Divorced,6537,Yes,10,4,10,6
1551,24,Yes,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,1,Divorced,8267,Yes,3,3,1,1
1552,41,No,Travel_Rarely,Sales,Life Sciences,Male,Manager,3,Single,18838,No,4,1,3,2
1553,55,No,Travel_Rarely,Human Resources,Medical,Female,Manager,4,Single,23310,No,9,1,5,1
1554,59,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,4,Married,7722,Yes,22,1,0,0
1555,52,Yes,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,2,Divorced,2366,No,0,1,0,0
1556,27,No,Travel_Rarely,Sales,Human Resources,Female,Sales Executive,3,Married,7530,Yes,8,2,2,2
1557,47,No,Travel_Frequently,Sales,Human Resources,Male,Sales Executive,4,Married,6721,No,0,4,0,0
1558,41,No,Travel_Rarely,Research & Development,Human Resources,Female,Healthcare Representative,2,Married,9807,No,12,2,7,0
1559,30,No,Travel_Rarely,Research & Development,Human Resources,Male,Manager,3,Married,14882,No,11,1,0,0
1560,26,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,3,Single,17892,No,7,2,0,0
1561,48,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,2,Married,19389,Yes,4,3,4,3
1562,34,No,Travel_Frequently,Sales,Other,Female,Manager,1,Single,18011,Yes,12,2,3,1
1563,36,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,1,Single,5799,No,1,1,1,0
1564,43,No,Travel_Rarely,Research & Development,Human Resources,Male,Research Scientist,1,Single,6815,Yes,14,3,14,0
1565,29,No,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,2,Single,4768,No,10,4,0,0
1566,30,Yes,Travel_Rarely,Sales,Medical,Female,Sales Representative,3,Married,2403,Yes,0,3,0,0
1567,25,No,Non-Travel,Research & Development,Human Resources,Male,Healthcare Representative,3,Married,9394,Yes,6,4,6,5
1568,39,No,Travel_Rarely,Sales,Other,Male,Manager,2,Married,17818,No,20,1,6,0
1569,34,No,Travel_Rarely,Sales,Other,Female,Sales Representative,1,Divorced,2479,Yes,9,2,0,0
1570,36,No,Travel_Frequently,Research & Development,Marketing,Female,Laboratory Technician,1,Single,3985,No,3,2,3,0
1571,34,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,1,Single,9350,No,15,1,7,0
1572,32,No,Travel_Rarely,Research & Development,Human Resources,Male,Laboratory Technician,4,Single,3737,Yes,1,4,1,1
1573,34,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,3,Married,16274,No,3,4,3,3
1574,46,No,Travel_Frequently,Research & Development,Medical,Female,Manager,3,Married,19898,No,14,2,10,3
1575,37,Yes,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,2,Married,7574,No,4,1,4,0
1576,44,No,Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,1,Single,8506,No,25,1,2,1
1577,41,No,Travel_Frequently,Research & Development,Marketing,Male,Manufacturing Director,2,Divorced,9102,No,7,2,4,2
1578,35,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,2,Married,3941,No,9,1,9,0
1579,52,No,Travel_Rarely,Research & Development,Human Resources,Male,Research Scientist,4,Single,6953,No,24,3,12,0
1580,28,Yes,Travel_Rarely,Research & Development,Human Resources,Female,Manufacturing Director,4,Divorced,8270,Yes,3,1,1,1
1581,46,Yes,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,4,Single,6945,Yes,1,2,1,1
1582,47,No,Travel_Rarely,Sales,Other,Male,Sales Representative,3,Married,2774,No,9,1,5,4
1583,19,No,Non-Travel,Research & Development,Marketing,Female,Research Scientist,1,Married,5163,No,0,4,0,0
1584,46,No,Travel_Rarely,Research & Development,Marketing,Female,Research Director,4,Single,17516,Yes,4,4,4,0
1585,44,No,Travel_Rarely,Sales,Human Resources,Female,Manager,2,Divorced,25905,No,12,3,12,0
1586,19,Yes,Non-Travel,Research & Development,Technical Degree,Female,Laboratory Technician,3,Divorced,2738,No,0,4,0,0
1587,41,No,Travel_Frequently,Research & Development,Human Resources,Male,Research Scientist,4,Divorced,6882,No,5,3,5,5
1588,51,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,4,Divorced,19630,No,0,2,0,0
1589,32,No,Non-Travel,Research & Development,Medical,Female,Laboratory Technician,3,Divorced,2937,No,1,4,1,1
1590,26,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,2,Divorced,21889,No,7,1,7,2
1591,46,No,Travel_Rarely,Research & Development,Medical,Female,Research Director,2,Married,14584,Yes,16,1,1,0
1592,38,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,2,Married,5845,No,0,2,0,0
1593,33,No,Travel_Rarely,Sales,Human Resources,Male,Sales Representative,1,Married,2588,No,6,3,3,1
1594,59,No,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,2,Married,19252,No,17,2,4,2
1595,29,No,Travel_Rarely,Research & Development,Marketing,Female,Manufacturing Director,4,Divorced,9048,No,10,1,4,0
1596,54,No,Travel_Frequently,Research & Development,Other,Male,Manager,3,Married,18113,No,5,4,0,0
1597,28,No,Travel_Frequently,Research & Development,Technical Degree,Male,Manufacturing Director,1,Single,8419,No,2,2,2,0
1598,30,Yes,Travel_Rarely,Sales,Medical,Female,Sales Representative,4,Married,2518,No,11,2,0,0
1599,30,No,Travel_Rarely,Sales,Technical Degree,Female,Manager,4,Single,20766,No,10,3,2,2
1600,26,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,3,Married,6748,No,6,1,6,1
1601,38,No,Travel_Rarely,Human Resources,Other,Female,Manager,1,Single,20091,No,8,4,0,0
1602,53,Yes,Travel_Frequently,Research & Development,Technical Degree,Female,Research Director,2,Single,23429,No,12,2,9,0
1603,32,No,Travel_Rarely,Sales,Medical,Female,Manager,3,Divorced,19153,Yes,10,3,0,0
1604,21,No,Travel_Rarely,Sales,Other,Male,Sales Representative,3,Divorced,3006,No,2,3,2,2
1605,34,Yes,Travel_Rarely,Sales,Other,Female,Sales Executive,3,Single,6014,Yes,0,3,0,0
1606,43,Yes,Travel_Frequently,Research & Development,Human Resources,Female,Manufacturing Director,2,Divorced,8920,No,10,2,1,1
1607,42,Yes,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,4,Single,3513,No,8,4,6,1
1608,26,No,Travel_Rarely,Sales,Life Sciences,Female,Manager,2,Single,16746,No,7,2,3,0
1609,26,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,3,Married,5768,No,1,3,1,0
1610,30,No,Travel_Frequently,Human Resources,Human Resources,Male,Manager,4,Divorced,20315,No,4,2,4,4
1611,55,Yes,Travel_Rarely,Sales,Marketing,Female,Sales Representative,4,Divorced,3096,No,13,4,0,0
1612,52,No,Travel_Frequently,Sales,Human Resources,Male,Sales Representative,4,Single,3532,No,28,3,12,3
1613,29,No,Non-Travel,Research & Development,Other,Male,Research Scientist,4,Married,5759,No,8,2,0,0
1614,19,No,Travel_Frequently,Sales,Human Resources,Male,Sales Executive,1,Single,6080,No,0,4,0,0
1615,51,No,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,2,Married,5912,No,4,1,0,0
1616,59,No,Travel_Frequently,Sales,Technical Degree,Male,Manager,1,Married,20945,No,8,4,1,0
1617,40,Yes,Non-Travel,Sales,Other,Male,Sales Representative,4,Married,2867,No,3,4,0,0
1618,19,Yes,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,2,Single,2569,No,0,3,0,0
1619,46,No,Travel_Rarely,Sales,Medical,Male,Manager,4,Married,15286,No,0,3,0,0
1620,26,No,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,4,Single,21569,No,5,4,4,3
1621,19,No,Travel_Rarely,Sales,Technical Degree,Male,Manager,4,Married,16679,No,0,4,0,0
1622,51,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,4,Single,6338,No,2,2,1,0
1623,33,No,Non-Travel,Human Resources,Technical Degree,Female,Human Resources,2,Divorced,3987,Yes,1,1,1,0
1624,33,No,Travel_Rarely,Sales,Human Resources,Female,Manager,3,Single,18394,Yes,2,3,2,0
1625,30,Yes,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,1,Married,4528,No,0,4,0,0
1626,19,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,3,Single,6345,No,0,2,0,0
1627,59,Yes,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,4,Married,3741,No,13,1,0,0
1628,53,No,Travel_Frequently,Research & Development,Human Resources,Male,Laboratory Technician,3,Married,3336,Yes,12,3,0,0
1629,52,No,Travel_Rarely,Sales,Human Resources,Male,Sales Representative,1,Divorced,3140,No,26,1,4,0
1630,53,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,4,Divorced,13998,No,20,3,20,0
1631,19,No,Travel_Rarely,Sales,Other,Male,Manager,2,Single,18880,No,0,3,0,0
1632,34,No,Travel_Frequently,Sales,Medical,Male,Manager,1,Single,18002,Yes,3,2,3,3
1633,57,No,Travel_Rarely,Research & Development,Human Resources,Male,Manager,3,Married,21337,Yes,35,3,2,2
1634,30,No,Travel_Rarely,Sales,Human Resources,Male,Sales Representative,4,Married,2999,No,2,3,0,0
1635,32,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,3,Single,3010,Yes,8,2,8,2
1636,31,Yes,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,4,Single,3885,No,8,2,8,0
1637,44,No,Travel_Rarely,Research & Development,Human Resources,Male,Manager,1,Single,20166,No,1,1,1,1
1638,36,Yes,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,3,Single,7993,No,1,1,1,0
1639,28,No,Non-Travel,Sales,Technical Degree,Male,Sales Representative,3,Single,2894,Yes,2,1,2,0
1640,33,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,1,Single,4552,No,5,4,0,0
1641,41,No,Non-Travel,Human Resources,Marketing,Male,Manager,2,Divorced,20186,Yes,0,2,0,0
1642,38,No,Travel_Rarely,Research & Development,Medical,Male,Manager,3,Married,17389,No,9,1,2,2
1643,49,No,Travel_Rarely,Sales,Marketing,Female,Sales Representative,2,Married,2871,Yes,16,2,0,0
1644,45,No,Travel_Rarely,Research & Development,Medical,Female,Manager,4,Single,24566,No,9,4,6,0
1645,52,No,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,1,Single,10098,Yes,8,3,7,2
1646,27,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,2,Married,8687,No,3,1,0,0
1647,46,No,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,1,Single,17173,No,4,2,4,2
1648,28,No,Travel_Rarely,Sales,Human Resources,Male,Sales Representative,3,Married,2972,No,9,4,3,0
1649,60,No,Travel_Rarely,Sales,Other,Female,Sales Executive,4,Divorced,5549,No,0,3,0,0
1650,36,No,Travel_Rarely,Sales,Human Resources,Male,Sales Executive,2,Divorced,6623,Yes,17,4,4,4
1651,60,No,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,1,Single,11147,No,10,1,10,0
1652,53,No,Travel_Rarely,Sales,Other,Male,Sales Executive,1,Divorced,7860,Yes,1,2,1,0
1653,21,No,Travel_Frequently,Human Resources,Human Resources,Female,Manager,2,Single,20522,No,0,3,0,0
1654,40,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,4,Single,6521,Yes,5,4,5,0
1655,24,No,Travel_Rarely,Sales,Medical,Female,Sales Representative,2,Married,3014,No,5,3,0,0
1656,21,Yes,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,2,Married,7309,No,2,4,2,0
1657,50,Yes,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,1,Married,4441,No,0,1,0,0
1658,60,No,Travel_Rarely,Human Resources,Other,Female,Manager,4,Married,27392,No,25,2,16,7
1659,51,Yes,Non-Travel,Sales,Life Sciences,Female,Sales Representative,2,Married,2642,No,5,1,5,5
1660,23,Yes,Travel_Rarely,Sales,Human Resources,Male,Sales Representative,4,Married,2704,No,2,1,2,2
1661,44,Yes,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,3,Single,3493,No,3,4,2,2
1662,55,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,4,Married,8597,No,0,2,0,0
1663,24,Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,2,Married,7775,No,1,3,1,0
1664,29,No,Travel_Frequently,Research & Development,Other,Female,Manufacturing Director,4,Single,8103,No,2,3,2,1
1665,31,Yes,Travel_Frequently,Research & Development,Technical Degree,Male,Research Director,3,Married,15412,No,0,1,0,0
1666,45,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,1,Divorced,6389,No,3,1,3,3
1667,57,No,Non-Travel,Research & Development,Marketing,Male,Laboratory Technician,3,Divorced,4074,No,4,1,2,2
1668,45,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,2,Divorced,8180,No,5,4,2,1
1669,46,No,Non-Travel,Research & Development,Other,Female,Manufacturing Director,1,Single,10606,Yes,10,1,7,5
1670,53,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,2,Married,14265,No,1,4,1,1
1671,48,No,Travel_Rarely,Human Resources,Human Resources,Female,Manager,2,Married,22421,Yes,5,3,5,2
1672,34,Yes,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,3,Single,6357,No,0,3,0,0
1673,31,No,Travel_Frequently,Research & Development,Marketing,Male,Healthcare Representative,4,Married,9312,No,9,2,2,0
1674,27,No,Travel_Rarely,Sales,Life Sciences,Male,Manager,2,Married,23141,No,7,3,5,3
1675,28,No,Travel_Rarely,Sales,Marketing,Male,Manager,2,Single,15094,No,0,4,0,0
1676,38,Yes,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,1,Divorced,3877,No,2,3,2,2
1677,26,No,Non-Travel,Human Resources,Medical,Female,Human Resources,4,Single,4682,No,6,3,5,0
1678,45,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,4,Divorced,5343,No,0,2,0,0
1679,21,No,Non-Travel,Research & Development,Life Sciences,Male,Research Director,3,Divorced,19842,No,1,1,1,0
1680,32,Yes,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,2,Married,3086,Yes,13,3,0,0
1681,37,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,2,Single,24583,No,6,3,6,1
1682,50,No,Travel_Rarely,Research & Development,Marketing,Female,Manager,4,Divorced,17962,No,5,4,3,1
1683,29,Yes,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,3,Married,9924,No,10,4,10,0
1684,34,Yes,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,1,Single,8196,Yes,0,3,0,0
1685,37,No,Travel_Frequently,Research & Development,Technical Degree,Female,Healthcare Representative,1,Married,7991,No,9,4,4,0
1686,50,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,4,Divorced,7026,Yes,6,2,6,1
1687,19,No,Travel_Frequently,Research & Development,Life Sciences,Female,Research Director,1,Single,15855,No,0,3,0,0
1688,38,No,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,4,Divorced,8542,No,3,3,3,1
1689,42,Yes,Travel_Frequently,Human Resources,Medical,Female,Human Resources,4,Divorced,4783,Yes,23,2,0,0
1690,35,No,Travel_Rarely,Human Resources,Medical,Female,Human Resources,4,Single,4017,Yes,16,3,0,0
1691,56,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,4,Single,11120,Yes,21,4,20,1
1692,24,Yes,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,1,Married,3190,No,4,4,4,0
1693,50,No,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,3,Single,3426,No,1,4,1,1
1694,43,No,Travel_Rarely,Sales,Other,Male,Sales Representative,2,Single,4146,Yes,24,3,12,1
1695,26,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,3,Married,4509,No,2,1,2,0
1696,51,Yes,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,4,Divorced,2724,Yes,5,2,2,1
1697,50,No,Travel_Rarely,Sales,Other,Male,Manager,1,Married,16118,Yes,7,3,0,0
1698,44,No,Travel_Rarely,Sales,Human Resources,Female,Manager,2,Divorced,19914,Yes,4,3,0,0
1699,51,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,1,Single,8770,No,23,2,5,2
1700,40,No,Non-Travel,Research & Development,Technical Degree,Male,Healthcare Representative,3,Married,6732,No,0,4,0,0
1701,55,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,1,Married,7136,No,11,3,2,0
1702,35,No,Travel_Rarely,Research & Development,Other,Male,Research Director,4,Single,18873,No,10,1,1,1
1703,28,No,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,1,Married,4592,No,4,2,0,0
1704,53,No,Travel_Rarely,Research & Development,Marketing,Female,Manager,3,Single,19660,Yes,22,4,3,3
1705,40,No,Travel_Rarely,Sales,Human Resources,Male,Manager,1,Married,18031,No,17,1,0,0
1706,37,No,Non-Travel,Research & Development,Other,Male,Research Director,1,Single,18409,No,9,2,6,0
1707,46,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,2,Married,5017,No,4,1,4,0
1708,37,No,Travel_Rarely,Research & Development,Other,Female,Research Scientist,1,Single,5946,No,2,3,2,0
1709,39,No,Travel_Rarely,Research & Development,Human Resources,Female,Manager,3,Divorced,16125,No,16,1,0,0
1710,25,No,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,4,Single,3167,No,1,4,1,0
1711,45,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,3,Married,5514,No,0,1,0,0
1712,52,No,Travel_Rarely,Research & Development,Human Resources,Female,Healthcare Representative,1,Single,8439,No,6,3,0,0
1713,51,No,Travel_Rarely,Sales,Marketing,Male,Manager,2,Married,15487,No,13,2,0,0
1714,26,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,1,Married,3302,Yes,0,4,0,0
1715,34,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,4,Divorced,3970,No,15,2,4,3
1716,51,No,Travel_Frequently,Research & Development,Technical Degree,Female,Laboratory Technician,4,Divorced,3471,No,13,3,4,1
1717,45,Yes,Travel_Rarely,Research & Development,Marketing,Male,Healthcare Representative,1,Married,6601,No,16,4,0,0
1718,36,Yes,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,4,Divorced,8520,Yes,0,1,0,0
1719,48,No,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,4,Divorced,10721,No,12,4,9,0
1720,52,Yes,Travel_Frequently,Research & Development,Human Resources,Male,Research Director,1,Single,18621,No,3,1,3,1
1721,50,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,2,Married,8572,No,27,1,3,2
1722,58,No,Travel_Rarely,Research & Development,Human Resources,Female,Research Scientist,1,Married,4922,No,2,2,0,0
1723,55,Yes,Travel_Rarely,Sales,Life Sciences,Male,Manager,4,Single,19361,Yes,8,2,1,1
1724,19,No,Travel_Rarely,Sales,Other,Female,Sales Executive,4,Divorced,5688,Yes,0,2,0,0
1725,54,No,Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,2,Single,22489,No,19,3,9,1
1726,20,Yes,Non-Travel,Research & Development,Other,Male,Manufacturing Director,2,Divorced,7086,No,1,3,1,1
1727,38,Yes,Travel_Frequently,Research & Development,Technical Degree,Female,Research Director,3,Single,14220,No,5,1,0,0
1728,27,No,Non-Travel,Research & Development,Other,Male,Research Scientist,4,Married,5846,No,2,1,2,0
1729,57,No,Travel_Rarely,Human Resources,Medical,Female,Manager,1,Married,25465,Yes,13,1,13,4
1730,20,Yes,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,1,Married,2939,No,1,4,0,0
1731,27,No,Travel_Rarely,Research & Development,Other,Male,Research Director,1,Single,18659,No,1,2,0,0
1732,55,No,Non-Travel,Research & Development,Marketing,Female,Research Director,4,Divorced,14999,Yes,0,2,0,0
1733,37,No,Travel_Frequently,Research & Development,Marketing,Male,Laboratory Technician,2,Married,3576,Yes,1,4,1,1
1734,54,No,Travel_Rarely,Research & Development,Human Resources,Female,Manufacturing Director,1,Married,7611,No,3,3,3,1
1735,52,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,2,Single,6818,No,2,4,2,0
1736,36,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,4,Single,4611,Yes,3,1,2,2
1737,30,No,Travel_Frequently,Sales,Other,Male,Sales Representative,3,Single,2551,No,10,3,4,2
1738,46,No,Travel_Rarely,Research & Development,Human Resources,Female,Research Director,3,Single,23424,No,20,4,9,5
1739,34,No,Travel_Rarely,Human Resources,Life Sciences,Female,Manager,3,Married,20344,Yes,1,3,0,0
1740,60,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,2,Married,3204,No,16,4,5,0
1741,49,No,Travel_Frequently,Sales,Marketing,Female,Sales Representative,3,Married,3120,Yes,10,1,4,1
1742,33,Yes,Non-Travel,Research & Development,Human Resources,Male,Laboratory Technician,4,Single,2775,Yes,9,3,0,0
1743,35,No,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,1,Single,17873,Yes,0,1,0,0
1744,42,No,Non-Travel,Sales,Human Resources,Female,Manager,3,Married,20796,No,17,3,6,0
